,Age,Income,CreditScore,MonthsEmployed,NumCreditLines,LoanTerm,DTIRatio,MaritalStatus,HasMortgage,HasDependents,HasCoSigner
8471,19,134661,504,91,3,36,0.75,Divorced,No,No,No
8472,38,118165,322,101,3,60,0.74,Divorced,No,No,Yes
8473,44,85972,848,39,3,48,0.23,Married,Yes,No,Yes
8474,34,120880,828,15,2,12,0.52,Married,No,No,Yes
8475,63,109532,621,47,3,12,0.46,Married,No,Yes,Yes
8476,40,15641,834,74,3,36,0.83,Married,No,No,Yes
8477,52,43042,403,30,3,48,0.74,Divorced,Yes,No,No
8478,26,37786,739,40,3,60,0.31,Divorced,No,Yes,Yes
8479,47,56131,811,15,3,36,0.63,Married,No,No,No
8480,59,20963,846,15,1,24,0.62,Divorced,No,No,Yes
8481,22,98085,717,87,4,48,0.33,Married,No,Yes,Yes
8482,66,65969,685,45,4,36,0.41,Married,Yes,No,No
8483,19,106994,343,21,1,60,0.78,Divorced,No,Yes,No
8484,20,32252,664,72,3,12,0.73,Married,No,No,Yes
8485,24,26880,578,1,2,60,0.58,Divorced,No,Yes,Yes
8486,59,59286,438,61,2,36,0.71,Divorced,Yes,Yes,No
8487,52,135628,802,2,1,24,0.18,Single,Yes,No,No
8488,36,82602,792,28,1,48,0.63,Married,No,Yes,No
8489,50,46110,535,32,4,60,0.85,Divorced,No,No,No
8490,28,141731,394,15,3,36,0.35,Married,No,Yes,No
8491,56,100891,352,25,4,60,0.49,Divorced,No,Yes,No
8492,45,131053,781,12,1,24,0.24,Married,Yes,Yes,Yes
8493,41,29735,673,12,1,12,0.79,Single,No,No,Yes
8494,25,124561,677,117,1,60,0.42,Single,No,Yes,No
8495,60,21321,844,63,1,36,0.28,Single,Yes,Yes,No
8496,46,84465,488,13,1,24,0.81,Married,Yes,No,No
8497,35,91549,831,98,4,24,0.27,Divorced,Yes,Yes,No
8498,35,113321,827,85,1,36,0.22,Divorced,No,No,No
8499,24,90791,661,63,4,36,0.49,Married,No,No,Yes
8500,61,56070,468,57,4,60,0.84,Single,No,Yes,Yes
8501,68,128709,350,57,4,48,0.41,Single,Yes,Yes,Yes
8502,64,83746,381,68,3,36,0.1,Divorced,No,No,Yes
8503,40,78272,335,105,4,36,0.71,Single,No,No,No
8504,23,75333,446,37,2,60,0.5,Divorced,No,Yes,Yes
8505,31,123493,543,0,3,12,0.47,Single,No,Yes,Yes
8506,44,70385,315,43,1,60,0.73,Divorced,Yes,Yes,Yes
8507,44,148117,456,6,3,48,0.31,Single,Yes,Yes,No
8508,28,72479,534,107,2,60,0.47,Single,Yes,No,Yes
8509,50,112040,770,58,1,60,0.55,Married,No,No,Yes
8510,59,32001,601,104,2,36,0.54,Single,Yes,Yes,No
8511,23,113246,314,46,1,48,0.69,Divorced,No,No,No
8512,43,71194,680,90,2,48,0.44,Single,Yes,No,No
8513,18,112894,739,61,3,24,0.19,Divorced,No,Yes,No
8514,50,61557,392,35,3,24,0.88,Single,Yes,No,No
8515,41,45387,836,15,3,60,0.13,Single,Yes,No,No
8516,20,23976,836,30,4,60,0.85,Divorced,Yes,No,No
8517,18,117074,777,39,4,48,0.46,Single,Yes,No,No
8518,39,113407,633,16,2,24,0.54,Single,No,No,No
8519,40,35111,830,67,1,36,0.43,Married,Yes,No,Yes
8520,54,43605,832,4,2,36,0.31,Single,No,No,No
8521,40,124874,692,86,1,48,0.77,Single,No,Yes,No
8522,57,29883,409,60,3,36,0.64,Single,No,Yes,No
8523,39,78250,473,93,1,24,0.54,Married,No,Yes,Yes
8524,32,117948,503,42,4,60,0.82,Married,Yes,No,Yes
8525,34,60977,608,104,3,12,0.3,Divorced,No,Yes,No
8526,50,91605,824,63,1,12,0.29,Divorced,Yes,No,No
8527,60,138869,792,24,3,12,0.39,Married,No,No,Yes
8528,45,92356,833,5,2,36,0.27,Divorced,Yes,Yes,Yes
8529,32,94948,346,50,1,36,0.43,Divorced,Yes,No,No
8530,64,21032,699,21,2,12,0.61,Single,Yes,No,Yes
8531,60,129765,715,11,3,24,0.38,Single,Yes,Yes,Yes
8532,45,45747,537,13,3,12,0.14,Divorced,Yes,No,Yes
8533,27,30255,531,42,2,36,0.54,Married,No,Yes,Yes
8534,59,130187,846,41,3,48,0.24,Divorced,Yes,No,No
8535,69,74050,539,20,2,60,0.25,Divorced,No,No,No
8536,20,119853,488,92,2,48,0.35,Divorced,Yes,No,Yes
8537,34,118791,482,33,4,48,0.46,Divorced,No,No,Yes
8538,20,103800,511,23,4,24,0.31,Divorced,No,Yes,No
8539,47,105145,585,35,4,24,0.71,Single,No,No,No
8540,28,62402,454,98,4,36,0.18,Single,No,No,Yes
8541,31,21560,309,16,3,24,0.85,Single,Yes,No,Yes
8542,26,109676,534,110,2,36,0.39,Single,No,No,Yes
8543,45,19840,316,4,4,60,0.81,Divorced,No,Yes,Yes
8544,22,38303,512,17,1,36,0.86,Single,No,No,No
8545,33,32831,840,74,3,48,0.33,Married,Yes,No,Yes
8546,39,109029,498,110,3,24,0.73,Single,No,No,No
8547,69,87756,761,29,1,60,0.25,Divorced,Yes,No,No
8548,19,103105,790,11,2,60,0.63,Single,Yes,No,Yes
8549,58,74081,711,43,2,24,0.36,Single,Yes,Yes,No
8550,53,51345,403,74,3,48,0.66,Single,Yes,Yes,Yes
8551,50,87574,375,1,4,60,0.86,Married,Yes,Yes,Yes
8552,42,132712,319,80,3,36,0.11,Single,No,Yes,Yes
8553,44,22506,512,32,4,60,0.88,Divorced,Yes,No,No
8554,52,120477,815,81,2,24,0.4,Married,Yes,Yes,Yes
8555,42,17258,394,118,1,12,0.23,Divorced,No,Yes,Yes
8556,24,23183,416,19,4,24,0.34,Divorced,No,Yes,Yes
8557,35,117180,678,83,2,60,0.6,Married,No,No,Yes
8558,51,54632,807,43,3,60,0.59,Single,No,Yes,Yes
8559,62,57701,672,40,1,24,0.24,Single,No,Yes,Yes
8560,46,16398,495,52,3,48,0.26,Divorced,Yes,Yes,No
8561,21,49473,356,21,3,12,0.38,Married,Yes,No,Yes
8562,35,57294,847,70,1,24,0.69,Married,Yes,No,No
8563,48,16577,614,86,3,12,0.44,Married,Yes,No,Yes
8564,37,118997,848,84,3,48,0.52,Divorced,No,No,Yes
8565,52,132285,471,99,2,60,0.72,Divorced,No,No,No
8566,32,106444,837,105,4,24,0.32,Divorced,No,No,Yes
8567,29,126912,766,6,2,60,0.5,Married,Yes,No,Yes
8568,54,24901,453,114,4,60,0.2,Single,No,Yes,Yes
8569,28,35027,718,78,1,24,0.39,Single,Yes,No,Yes
8570,20,77556,367,53,3,24,0.57,Divorced,Yes,Yes,No
8571,50,21170,817,24,1,24,0.56,Single,No,Yes,Yes
8572,26,100487,596,81,2,36,0.56,Single,Yes,No,No
8573,53,95472,609,90,3,36,0.16,Single,No,No,Yes
8574,27,94756,630,76,4,24,0.77,Divorced,Yes,No,No
8575,51,129024,717,63,3,48,0.82,Divorced,Yes,Yes,No
8576,28,58801,723,97,2,48,0.57,Divorced,Yes,No,No
8577,42,78221,587,0,2,24,0.83,Married,No,No,Yes
8578,30,108100,488,45,1,60,0.32,Married,Yes,Yes,Yes
8579,29,56230,462,17,3,24,0.14,Single,No,Yes,No
8580,26,93613,589,2,1,24,0.51,Married,No,No,No
8581,35,39677,408,29,1,12,0.53,Married,No,Yes,Yes
8582,22,51989,501,3,1,24,0.88,Divorced,No,Yes,Yes
8583,39,68443,605,14,3,24,0.88,Divorced,No,Yes,Yes
8584,39,65969,307,59,3,12,0.56,Single,No,Yes,No
8585,30,17317,405,97,4,48,0.35,Married,No,No,Yes
8586,24,17604,568,25,4,24,0.84,Divorced,Yes,No,Yes
8587,35,45484,655,54,4,60,0.69,Divorced,No,Yes,No
8588,63,32139,422,63,3,48,0.36,Divorced,No,Yes,Yes
8589,49,18042,506,22,1,36,0.65,Married,Yes,Yes,No
8590,55,24923,384,94,4,48,0.69,Married,Yes,No,Yes
8591,67,125909,400,84,2,48,0.46,Divorced,Yes,Yes,No
8592,57,19761,706,10,4,36,0.13,Married,No,No,Yes
8593,56,119578,483,12,1,48,0.88,Single,No,No,No
8594,32,117212,847,53,2,60,0.49,Single,No,No,No
8595,23,31478,722,12,1,36,0.82,Divorced,Yes,No,No
8596,25,48935,524,45,1,12,0.57,Married,No,Yes,No
8597,23,42658,781,66,3,12,0.48,Single,Yes,Yes,No
8598,38,16591,671,41,3,12,0.31,Single,No,No,Yes
8599,56,36973,693,1,4,60,0.27,Divorced,Yes,Yes,No
8600,49,31642,356,4,2,60,0.9,Married,No,No,No
8601,18,41189,592,104,1,12,0.37,Single,No,Yes,Yes
8602,27,105061,354,19,3,60,0.25,Single,Yes,Yes,No
8603,28,30876,793,98,2,36,0.54,Married,Yes,Yes,No
8604,50,45629,540,66,2,12,0.38,Single,No,Yes,No
8605,25,106772,379,83,3,12,0.56,Single,Yes,Yes,Yes
8606,24,56496,512,60,3,48,0.66,Married,No,Yes,Yes
8607,65,65665,694,101,1,48,0.46,Divorced,No,Yes,No
8608,32,67758,712,97,1,24,0.16,Married,Yes,No,No
8609,32,55459,613,22,3,24,0.27,Divorced,Yes,Yes,Yes
8610,60,90410,809,58,3,12,0.81,Married,Yes,Yes,Yes
8611,29,92563,532,18,3,60,0.26,Divorced,No,Yes,Yes
8612,34,26578,657,39,3,60,0.25,Divorced,No,No,Yes
8613,28,92535,321,13,2,12,0.66,Married,No,Yes,Yes
8614,43,91963,461,3,1,12,0.24,Married,Yes,No,Yes
8615,61,47047,604,10,3,60,0.44,Single,Yes,Yes,Yes
8616,42,23115,766,93,4,24,0.42,Divorced,No,Yes,No
8617,34,22910,756,112,3,24,0.87,Single,No,Yes,No
8618,33,50481,765,12,1,12,0.88,Single,No,Yes,No
8619,31,45979,817,88,3,48,0.47,Single,No,No,No
8620,18,32860,676,51,4,24,0.85,Divorced,Yes,No,Yes
8621,32,58003,479,114,2,60,0.6,Single,No,No,No
8622,39,34720,631,105,1,60,0.17,Single,No,Yes,Yes
8623,43,20662,362,46,3,48,0.17,Single,No,Yes,Yes
8624,21,123604,529,91,2,24,0.44,Single,No,Yes,No
8625,41,34838,367,2,2,24,0.8,Married,Yes,No,No
8626,58,20675,441,105,2,60,0.43,Single,No,Yes,Yes
8627,20,76106,624,13,3,60,0.69,Single,Yes,Yes,Yes
8628,38,112827,815,111,2,48,0.57,Single,Yes,No,No
8629,48,147520,643,69,4,24,0.16,Single,No,No,Yes
8630,19,28889,817,56,4,12,0.19,Divorced,No,No,Yes
8631,22,44212,331,116,4,48,0.16,Divorced,No,Yes,Yes
8632,19,72552,808,85,4,48,0.16,Married,Yes,Yes,No
8633,59,116405,759,39,1,60,0.37,Divorced,Yes,No,No
8634,36,42053,827,83,1,48,0.2,Divorced,Yes,No,No
8635,54,122003,709,114,2,60,0.51,Single,Yes,No,No
8636,44,80090,704,118,4,12,0.39,Single,Yes,Yes,No
8637,67,52386,676,76,4,48,0.53,Divorced,No,No,Yes
8638,39,72366,750,114,2,48,0.86,Married,No,No,Yes
8639,69,24355,355,47,3,36,0.14,Single,No,No,Yes
8640,67,33889,636,83,3,12,0.41,Divorced,Yes,Yes,No
8641,42,126393,749,98,3,24,0.62,Single,No,Yes,Yes
8642,42,24976,738,66,1,60,0.2,Married,Yes,Yes,No
8643,56,120276,437,37,4,48,0.46,Married,Yes,Yes,Yes
8644,65,78958,648,13,3,48,0.43,Single,No,Yes,Yes
8645,26,22966,843,59,3,36,0.44,Married,No,No,No
8646,43,124921,379,37,4,12,0.18,Married,Yes,Yes,No
8647,21,109837,559,40,2,60,0.17,Married,No,Yes,No
8648,64,99104,762,107,1,48,0.2,Single,No,Yes,Yes
8649,58,144001,597,35,3,48,0.44,Single,No,No,No
8650,32,118002,667,50,1,24,0.64,Divorced,No,No,Yes
8651,61,120832,452,19,2,36,0.85,Married,No,Yes,Yes
8652,63,75590,537,34,4,24,0.47,Single,No,No,Yes
8653,43,120295,784,51,1,24,0.57,Divorced,No,No,Yes
8654,52,27017,801,35,2,48,0.28,Single,No,Yes,Yes
8655,24,111538,791,2,1,36,0.83,Single,No,Yes,No
8656,35,30187,382,105,4,24,0.57,Divorced,No,Yes,No
8657,62,65684,309,12,3,24,0.24,Married,No,Yes,No
8658,46,113884,541,10,1,12,0.31,Married,No,Yes,Yes
8659,21,17301,778,65,4,12,0.64,Divorced,No,No,No
8660,62,108652,746,45,1,48,0.49,Married,Yes,Yes,Yes
8661,48,19833,471,43,3,12,0.38,Divorced,Yes,Yes,No
8662,65,25998,347,85,3,60,0.89,Married,Yes,Yes,Yes
8663,52,16437,341,1,4,60,0.67,Divorced,No,No,Yes
8664,51,88310,389,57,3,48,0.12,Divorced,No,Yes,Yes
8665,21,55509,717,49,3,60,0.16,Married,No,No,Yes
8666,29,66264,453,96,2,60,0.86,Married,Yes,No,No
8667,21,80062,545,10,1,12,0.31,Single,No,No,Yes
8668,40,24584,585,79,2,36,0.83,Divorced,No,Yes,Yes
8669,50,20932,710,49,4,60,0.48,Single,No,Yes,Yes
8670,43,47045,422,113,3,12,0.75,Divorced,No,Yes,Yes
8671,57,85546,534,69,2,48,0.8,Married,No,No,Yes
8672,67,114915,549,10,1,60,0.12,Divorced,Yes,Yes,No
8673,22,65564,540,40,1,60,0.87,Single,No,No,No
8674,61,125536,478,70,1,48,0.32,Single,No,Yes,Yes
8675,65,18826,455,28,2,12,0.41,Married,Yes,Yes,Yes
8676,30,70257,617,77,3,12,0.75,Married,No,No,Yes
8677,23,144600,422,43,4,48,0.61,Single,Yes,Yes,No
8678,37,96782,554,11,2,48,0.7,Divorced,Yes,Yes,Yes
8679,54,70162,318,5,2,36,0.18,Divorced,Yes,No,No
8680,41,19140,634,108,2,60,0.17,Single,No,Yes,No
8681,19,50971,436,90,1,36,0.87,Single,No,No,No
8682,50,29052,575,55,4,12,0.54,Single,Yes,No,Yes
8683,27,105554,447,71,2,48,0.4,Divorced,No,Yes,Yes
8684,49,124330,526,113,4,24,0.51,Single,No,No,Yes
8685,23,35987,404,18,3,60,0.34,Divorced,No,Yes,No
8686,30,36607,459,60,3,60,0.85,Divorced,No,No,Yes
8687,55,79029,398,101,2,36,0.5,Married,Yes,Yes,No
8688,28,133623,669,92,2,24,0.52,Married,No,No,Yes
8689,50,53743,669,19,1,36,0.12,Single,Yes,No,Yes
8690,43,26241,461,19,1,36,0.45,Divorced,Yes,Yes,Yes
8691,26,117389,425,51,2,12,0.58,Single,No,Yes,Yes
8692,61,120834,653,57,2,12,0.51,Divorced,Yes,Yes,No
8693,19,76745,354,119,4,60,0.32,Married,Yes,No,Yes
8694,26,136682,460,43,3,60,0.36,Single,No,Yes,No
8695,20,103296,344,31,4,60,0.47,Divorced,No,Yes,No
8696,27,85094,804,103,1,48,0.86,Married,Yes,Yes,Yes
8697,22,63180,765,59,4,12,0.57,Married,No,No,Yes
8698,34,15311,380,13,3,60,0.79,Married,No,No,Yes
8699,64,32117,539,36,4,36,0.63,Married,Yes,Yes,No
8700,63,120661,325,73,2,12,0.56,Married,Yes,Yes,Yes
8701,45,85765,325,11,3,60,0.67,Single,Yes,No,No
8702,46,22219,673,58,2,24,0.8,Single,No,No,No
8703,29,103691,802,101,3,12,0.46,Divorced,Yes,No,Yes
8704,45,60832,459,47,3,24,0.51,Single,Yes,No,No
8705,18,115225,782,5,1,12,0.25,Single,No,Yes,Yes
8706,46,57380,785,56,4,36,0.89,Single,No,No,Yes
8707,60,20005,713,2,1,24,0.23,Single,No,No,No
8708,24,86738,361,88,3,24,0.14,Married,No,No,No
8709,50,129298,692,14,1,60,0.73,Single,No,Yes,No
8710,21,125392,631,7,1,60,0.19,Married,No,Yes,No
8711,59,134382,498,104,3,12,0.26,Single,Yes,Yes,Yes
8712,51,147222,441,53,3,48,0.5,Married,Yes,Yes,Yes
8713,36,18815,618,57,2,48,0.86,Divorced,No,Yes,No
8714,67,142682,303,115,3,24,0.3,Married,Yes,No,Yes
8715,18,72164,558,45,2,48,0.33,Single,No,No,No
8716,41,120287,578,22,2,36,0.8,Married,Yes,Yes,Yes
8717,25,139836,823,49,3,24,0.87,Divorced,No,Yes,Yes
8718,41,28744,404,62,2,12,0.51,Divorced,No,Yes,No
8719,50,51433,474,42,4,60,0.1,Single,Yes,No,No
8720,27,65544,782,95,1,36,0.89,Married,No,Yes,Yes
8721,57,143585,590,40,4,60,0.84,Single,Yes,Yes,No
8722,31,136398,588,54,2,60,0.13,Divorced,No,Yes,No
8723,38,149594,348,69,1,48,0.78,Married,Yes,No,Yes
8724,26,101032,691,42,4,48,0.76,Divorced,No,Yes,No
8725,32,109997,495,95,2,24,0.28,Single,No,No,Yes
8726,53,42868,743,67,4,48,0.14,Single,No,No,No
8727,51,148605,594,36,3,36,0.88,Divorced,Yes,No,No
8728,26,73509,577,72,1,24,0.55,Single,No,No,Yes
8729,46,30871,815,117,3,48,0.19,Divorced,No,Yes,Yes
8730,42,29443,540,101,2,36,0.46,Married,No,No,Yes
8731,36,109730,596,4,2,12,0.15,Single,Yes,No,No
8732,60,16938,758,4,3,24,0.82,Divorced,No,No,No
8733,31,129043,493,78,3,12,0.43,Single,Yes,Yes,No
8734,42,88555,749,57,1,36,0.6,Married,No,No,Yes
8735,55,71058,841,37,4,36,0.71,Married,No,Yes,No
8736,38,149806,422,26,3,12,0.52,Married,No,Yes,No
8737,19,19502,795,118,1,36,0.78,Divorced,Yes,Yes,Yes
8738,27,15150,486,43,2,48,0.23,Divorced,No,Yes,No
8739,63,20804,415,17,1,36,0.16,Married,No,Yes,No
8740,36,74532,367,112,3,24,0.3,Married,No,No,Yes
8741,59,83351,392,23,3,48,0.33,Divorced,No,Yes,No
8742,52,17383,728,87,3,24,0.32,Married,No,No,No
8743,57,47012,739,18,1,60,0.37,Married,No,Yes,Yes
8744,26,86432,728,11,3,36,0.28,Married,Yes,No,Yes
8745,20,41594,437,39,2,60,0.63,Married,No,No,Yes
8746,24,22792,839,57,3,36,0.52,Single,Yes,Yes,No
8747,26,63419,414,54,1,24,0.8,Single,No,No,No
8748,25,92556,600,65,1,36,0.44,Married,Yes,Yes,Yes
8749,23,48179,716,29,1,60,0.33,Divorced,Yes,Yes,No
8750,36,21633,711,76,3,60,0.49,Married,Yes,No,Yes
8751,32,50032,478,8,3,60,0.67,Divorced,No,No,Yes
8752,66,47680,432,39,4,12,0.62,Single,No,No,Yes
8753,34,61885,711,15,3,36,0.7,Single,No,No,Yes
8754,42,21668,718,5,4,36,0.32,Divorced,No,No,Yes
8755,49,125575,595,64,3,24,0.56,Divorced,No,No,No
8756,33,107871,516,86,2,48,0.8,Divorced,Yes,Yes,No
8757,39,119492,783,88,1,12,0.7,Married,No,No,No
8758,61,122831,535,94,3,36,0.37,Married,No,Yes,No
8759,43,63890,780,119,4,24,0.3,Divorced,Yes,Yes,Yes
8760,63,71267,429,31,1,36,0.57,Single,No,Yes,Yes
8761,22,72772,828,14,1,60,0.13,Divorced,Yes,No,Yes
8762,34,83250,707,7,2,60,0.34,Single,Yes,No,No
8763,52,124665,376,38,1,36,0.51,Divorced,No,Yes,Yes
8764,51,31465,329,19,1,48,0.57,Single,No,Yes,No
8765,42,30076,662,56,1,12,0.45,Single,No,Yes,Yes
8766,55,148653,339,102,4,36,0.45,Married,Yes,Yes,Yes
8767,24,108573,789,100,1,24,0.37,Single,Yes,Yes,No
8768,47,135642,518,12,2,36,0.45,Divorced,Yes,Yes,No
8769,36,69243,605,67,3,48,0.84,Divorced,No,No,No
8770,65,88747,469,65,3,48,0.36,Single,Yes,Yes,Yes
8771,58,35090,602,28,1,48,0.16,Divorced,Yes,No,No
8772,60,143321,628,52,2,36,0.37,Divorced,Yes,No,No
8773,45,29434,705,38,2,36,0.35,Divorced,No,No,Yes
8774,42,82434,540,18,1,60,0.8,Married,No,No,No
8775,41,75015,794,25,4,48,0.87,Single,No,No,No
8776,33,47598,608,100,4,36,0.71,Divorced,Yes,Yes,No
8777,30,75099,345,77,4,60,0.75,Single,No,Yes,No
8778,39,98373,799,25,3,48,0.42,Married,No,No,Yes
8779,22,79260,555,49,4,36,0.58,Single,Yes,No,Yes
8780,65,86283,595,88,1,24,0.84,Divorced,No,No,Yes
8781,48,71937,334,35,3,36,0.39,Divorced,No,No,No
8782,53,36627,621,87,4,36,0.38,Married,No,No,No
8783,33,55213,741,59,4,12,0.3,Divorced,No,No,No
8784,35,149703,302,95,1,12,0.62,Married,No,Yes,Yes
8785,20,98513,768,28,3,24,0.26,Divorced,No,Yes,Yes
8786,35,36071,429,15,1,36,0.87,Married,Yes,No,No
8787,31,123249,443,58,4,36,0.65,Single,Yes,No,Yes
8788,43,63752,361,36,1,60,0.71,Divorced,Yes,No,No
8789,57,93687,592,53,2,48,0.72,Divorced,Yes,No,No
8790,24,17512,681,103,2,48,0.82,Divorced,Yes,No,No
8791,56,42372,777,42,4,12,0.85,Single,Yes,No,Yes
8792,19,136803,485,12,3,36,0.71,Divorced,Yes,No,No
8793,63,145806,380,65,2,36,0.12,Single,Yes,No,Yes
8794,67,74482,413,97,1,60,0.12,Married,Yes,Yes,Yes
8795,53,124284,458,26,3,12,0.61,Divorced,Yes,No,No
8796,35,77331,447,113,3,36,0.55,Married,No,Yes,No
8797,45,40244,332,29,4,24,0.33,Divorced,Yes,Yes,Yes
8798,34,106144,739,31,2,48,0.15,Divorced,Yes,No,Yes
8799,18,109505,334,107,4,36,0.35,Divorced,No,Yes,No
8800,61,73286,655,106,2,48,0.89,Single,Yes,Yes,Yes
8801,60,45597,532,11,3,36,0.78,Single,No,No,Yes
8802,29,20462,813,76,1,24,0.2,Single,Yes,Yes,No
8803,35,58114,548,6,2,48,0.52,Divorced,Yes,No,No
8804,27,28362,759,70,2,24,0.46,Divorced,Yes,No,No
8805,31,27065,611,85,1,12,0.33,Married,Yes,No,Yes
8806,38,138515,606,0,3,60,0.87,Single,Yes,Yes,Yes
8807,30,20678,623,34,2,36,0.54,Married,Yes,Yes,Yes
8808,51,47870,762,84,4,24,0.56,Married,Yes,No,Yes
8809,39,59948,623,25,3,48,0.37,Single,Yes,Yes,No
8810,60,67776,669,27,1,36,0.48,Single,No,Yes,No
8811,45,31890,774,42,3,36,0.83,Married,No,Yes,Yes
8812,62,76477,318,116,4,12,0.67,Single,Yes,Yes,Yes
8813,68,25628,318,94,3,36,0.76,Divorced,No,Yes,Yes
8814,18,105322,462,17,4,24,0.54,Married,Yes,Yes,No
8815,21,125674,304,107,2,12,0.67,Divorced,Yes,No,No
8816,26,125298,390,9,3,36,0.53,Single,Yes,Yes,Yes
8817,27,146504,518,80,1,48,0.38,Single,No,Yes,No
8818,45,39149,682,82,4,24,0.21,Divorced,No,No,No
8819,49,22092,737,44,3,12,0.89,Single,Yes,Yes,Yes
8820,47,23080,489,32,4,60,0.11,Divorced,No,Yes,No
8821,28,43404,497,111,2,36,0.67,Single,No,No,No
8822,66,15662,688,118,3,60,0.12,Married,No,Yes,No
8823,25,56518,528,92,4,36,0.29,Single,No,No,Yes
8824,51,108037,479,119,4,12,0.67,Married,Yes,No,No
8825,62,72212,758,111,2,60,0.19,Divorced,No,Yes,No
8826,62,126319,335,72,1,36,0.66,Divorced,No,Yes,Yes
8827,31,54842,821,105,3,48,0.38,Married,Yes,No,No
8828,63,68864,414,12,3,36,0.15,Divorced,Yes,Yes,No
8829,45,67813,310,18,1,48,0.36,Single,Yes,Yes,No
8830,18,81236,432,1,1,24,0.48,Divorced,Yes,No,No
8831,31,132943,564,44,1,60,0.68,Divorced,Yes,Yes,No
8832,69,67062,324,106,2,36,0.36,Divorced,No,No,Yes
8833,21,74022,821,95,4,36,0.23,Married,Yes,No,No
8834,45,134279,434,116,1,48,0.47,Married,Yes,Yes,No
8835,58,132506,420,11,2,36,0.38,Single,Yes,Yes,No
8836,27,38704,769,79,3,36,0.62,Divorced,Yes,Yes,Yes
8837,63,147054,775,111,2,24,0.83,Single,Yes,No,No
8838,37,39392,541,56,4,36,0.78,Single,Yes,Yes,No
8839,25,72994,764,10,4,12,0.28,Divorced,Yes,No,Yes
8840,59,31666,691,15,4,60,0.67,Single,Yes,Yes,No
8841,37,22106,840,29,3,60,0.62,Married,No,Yes,Yes
8842,23,97342,320,58,2,60,0.16,Married,No,No,Yes
8843,43,132728,546,36,3,36,0.89,Single,No,Yes,Yes
8844,27,58234,664,25,4,12,0.71,Single,Yes,Yes,No
8845,29,143843,317,2,4,60,0.51,Married,Yes,Yes,No
8846,62,122235,683,23,3,60,0.26,Divorced,Yes,Yes,Yes
8847,49,120804,592,81,3,60,0.38,Single,No,Yes,No
8848,30,122939,721,29,3,36,0.27,Married,No,Yes,No
8849,25,77892,482,40,1,24,0.46,Divorced,Yes,Yes,Yes
8850,25,134440,343,112,3,48,0.49,Married,Yes,Yes,No
8851,38,101208,396,3,4,48,0.84,Single,Yes,No,No
8852,69,117655,813,107,1,24,0.38,Divorced,No,Yes,No
8853,42,103445,557,82,4,48,0.57,Single,No,No,Yes
8854,39,117396,367,111,2,48,0.42,Divorced,No,Yes,Yes
8855,38,90249,311,59,4,12,0.28,Divorced,Yes,Yes,No
8856,35,94815,418,0,4,36,0.79,Single,No,No,Yes
8857,47,44083,748,8,3,48,0.38,Single,Yes,No,No
8858,23,79772,364,7,2,48,0.19,Divorced,Yes,No,Yes
8859,43,68353,606,3,1,36,0.74,Single,No,Yes,No
8860,19,148934,539,43,2,12,0.45,Divorced,No,Yes,No
8861,39,112932,666,13,1,24,0.74,Married,No,Yes,No
8862,32,25084,575,11,3,60,0.76,Divorced,No,Yes,No
8863,67,39038,849,110,4,36,0.77,Single,Yes,No,No
8864,32,52810,815,30,1,60,0.33,Single,Yes,Yes,Yes
8865,25,68315,368,80,3,48,0.22,Married,No,No,Yes
8866,56,121596,513,72,1,36,0.12,Married,No,No,Yes
8867,58,112141,716,114,1,12,0.47,Single,No,No,No
8868,32,48232,357,119,2,24,0.64,Divorced,Yes,Yes,Yes
8869,37,72950,500,76,3,36,0.14,Divorced,Yes,No,No
8870,28,80781,394,89,1,36,0.35,Divorced,No,No,Yes
8871,44,94897,438,49,4,24,0.47,Single,Yes,Yes,Yes
8872,64,39434,412,16,1,48,0.3,Married,Yes,No,Yes
8873,43,20348,620,2,4,48,0.27,Single,No,No,No
8874,67,98954,668,11,3,48,0.71,Married,Yes,No,No
8875,46,45007,753,45,3,12,0.53,Divorced,Yes,Yes,No
8876,20,114665,439,58,2,24,0.8,Single,No,Yes,No
8877,39,130053,788,25,2,12,0.11,Single,No,Yes,Yes
8878,42,110334,305,6,4,36,0.39,Married,No,No,No
8879,25,85814,669,58,1,36,0.75,Divorced,Yes,No,Yes
8880,18,65279,640,83,4,60,0.26,Single,No,Yes,No
8881,61,143406,378,60,4,12,0.62,Divorced,Yes,Yes,Yes
8882,19,73487,743,25,4,60,0.67,Married,No,Yes,No
8883,20,80503,378,2,1,48,0.28,Married,No,Yes,No
8884,36,34223,560,4,4,36,0.81,Married,No,Yes,Yes
8885,21,43723,635,56,2,12,0.82,Single,No,No,Yes
8886,57,130095,456,83,2,12,0.4,Single,No,Yes,No
8887,62,111117,416,16,1,60,0.75,Divorced,Yes,Yes,Yes
8888,49,116933,761,118,4,48,0.35,Single,No,No,Yes
8889,23,148410,538,86,4,12,0.83,Single,No,Yes,Yes
8890,63,65283,663,48,1,48,0.23,Divorced,Yes,Yes,No
8891,40,137623,620,116,3,12,0.3,Single,No,Yes,No
8892,36,46628,770,45,1,60,0.31,Single,Yes,Yes,Yes
8893,19,133476,366,101,2,36,0.55,Married,Yes,Yes,No
8894,31,97947,458,16,2,12,0.66,Divorced,No,No,Yes
8895,53,112801,534,2,3,36,0.55,Divorced,Yes,No,Yes
8896,35,129896,355,82,1,48,0.15,Divorced,No,Yes,No
